,name,birth_year,weight,height,nationality,cyclist_id
391,Etienne De Beule,1953.0,,,Belgium,etienne-de-beule
392,Hans  Känel,1953.0,,,Switzerland,hans-kanel2
393,Roberto  Lozano,1977.0,,,Spain,roberto-lozano
394,Sergey  Klimov,1980.0,69.0,183.0,Russia,sergey-klimov
395,Daniel  Rossel,1960.0,,,Belgium,daniel-rossel
396,Javier  Murguialday,1962.0,58.0,164.0,Spain,javier-murguialday
397,Wilson Alexander  Marentes,1985.0,,,Colombia,wilson-alexander-marentes
398,Rik Van Looy,1933.0,73.0,178.0,Belgium,rik-van-looy
399,Jean-Patrick  Nazon,1977.0,74.0,182.0,France,jean-patrick-nazon
400,Marek  Čanecký,1988.0,72.0,187.0,Slovakia,marek-canecky
401,Stefan  Küng,1993.0,83.0,193.0,Switzerland,stefan-kung
402,Mathew  Hayman,1978.0,78.0,190.0,Australia,mathew-hayman
403,Negasi Haylu  Abreha,2000.0,,186.0,Ethiopia,negasi-abreha
404,Robin  Chaigneau,1988.0,80.0,185.0,Netherlands,robin-chaigneau
405,Jean-Jacques  Henry,1967.0,,,France,jean-jacques-henry
406,Davide  Baldaccini,1998.0,,176.0,Italy,davide-baldaccini
407,Laudelino  Cubino,1963.0,,,Spain,laudelino-cubino
408,Joel  Suter,1998.0,75.0,190.0,Switzerland,joel-suter
409,Arnoud van Groen,1983.0,69.0,183.0,Netherlands,arnoud-van-groen
410,Youri  Perunovski,1963.0,,,Russia,youri-perunovski
411,César  Pérez,1973.0,,,Spain,cesar-perez-padron
412,Laurent  Pillon,1964.0,,,France,laurent-pillon
413,Kurt  Steinmann,1962.0,,,Switzerland,kurt-steinmann
414,Damiano  Caruso,1987.0,67.0,179.0,Italy,damiano-caruso
415,Eric  Jacques,1953.0,,,Belgium,eric-jacques
416,Luboš  Lom,1965.0,,,Czech Republic,lubos-lom
417,Anthony  Jullien,1998.0,72.0,178.0,France,anthony-jullien
418,Johan  Museeuw,1965.0,71.0,184.0,Belgium,johan-museeuw
419,Massimo  Donati,1967.0,75.0,186.0,Italy,massimo-donati
420,Eduardo  Hernandez,1973.0,,,Spain,eduardo-hernandez
421,Matthew  White,1974.0,72.0,181.0,Australia,matthew-white
422,Luca  Colnaghi,1999.0,63.0,171.0,Italy,luca-colnaghi
423,Anton  Chantyr,1974.0,,,Russia,anton-chantyr
424,Johnnie  Walker,1987.0,63.0,178.0,Australia,johnnie-walker
425,Élie  Gesbert,1995.0,63.0,181.0,France,elie-gesbert
426,Jerome  Neuville,1975.0,85.0,192.0,France,jerome-neuville
427,Eddy  Merckx,1945.0,74.0,182.0,Belgium,eddy-merckx
428,Manuele  Boaro,1987.0,64.0,173.0,Italy,manuele-boaro
429,Jose Luis  De Santos,1968.0,,,Spain,jose-luis-de-santos-arribas
430,Tobias  Steinhauser,1972.0,72.0,188.0,Germany,tobias-steinhauser
431,Joaquín  Galera,1940.0,,,Spain,joaquim-galera
432,Ruben  Apers,1998.0,70.0,179.0,Belgium,ruben-apers
433,Yuriy  Krivtsov,1979.0,72.0,178.0,Ukraine,yuriy-krivtsov
434,Peter  Luttenberger,1972.0,60.0,173.0,Austria,peter-luttenberger
435,Juan Martín  Zapatero,1964.0,,,Spain,juan-martin-zapatero-marcos
436,Stanisław  Aniołkowski,1997.0,68.0,181.0,Poland,stanislaw-aniolkowski
437,Rolf  Haller,1957.0,,,Germany,rolf-haller
438,Carlos  Muñiz,1964.0,,,Spain,carlos-muniz
439,Marco  Tizza,1992.0,58.0,173.0,Italy,marco-tizza
440,Sam  Bewley,1987.0,81.0,191.0,New Zealand,sam-bewley
441,Pier-André  Côté,1997.0,,181.0,Canada,pier-andre-cote
442,Ángel  de las Heras,1957.0,,,Spain,angel-de-las-heras
443,André  Massard,1957.0,,,Switzerland,andre-massard
444,Fabien  Patanchon,1983.0,69.0,179.0,France,fabien-patanchon
445,Devis  Miorin,1976.0,,,Italy,devis-miorin
446,Enrique Alberto  Aja,1960.0,,,Spain,enrique-alberto-aja
447,Adelino  Teixeira,1954.0,,,Portugal,adelino-teixeira
448,Thierry  Bourguignon,1962.0,72.0,185.0,France,thierry-bourguignon
449,Giovanni  Battaglin,1951.0,,,Italy,giovanni-battaglin
450,Mark  McNally,1989.0,72.0,186.0,Great Britain,mark-mcnally
451,Victor  Koretzky,1994.0,69.0,180.0,France,victor-koretzky
452,Franco  Mori,1944.0,,,Italy,franco-mori
453,Alain  Cigana,1950.0,,,France,alain-cigana
454,Matúš  Štoček,1999.0,80.0,190.0,Slovakia,matus-stocek
455,Oliverio  Rincón,1968.0,,,Colombia,oliverio-rincon-quintana
456,Frank  Pineau,1963.0,,,France,frank-pineau
457,Thibault  Ferasse,1994.0,61.0,168.0,France,thibault-ferasse
458,Jean-marie  Vernie,1960.0,,,Belgium,jean-marie-vernie
459,Ben  Tulett,2001.0,56.0,169.0,Great Britain,ben-tulett
460,Johann  Lienhart,1960.0,66.0,173.0,Austria,johann-lienhart
461,Theo  Mertens,1941.0,,,Belgium,theo-mertens
462,Gerald  Oberson,1954.0,,,Switzerland,gerald-oberson
463,Martin  Pedersen,1983.0,62.0,170.0,Denmark,martin-pedersen
464,Innar  Mändoja,1978.0,69.0,175.0,Estonia,innar-mandoja
465,Matteo  Spreafico,1993.0,69.0,184.0,Italy,matteo-spreafico
466,Fernando  Torres,1978.0,,,Spain,fernando-torres
467,Cesare  Cipollini,1958.0,,,Italy,cesare-cipollini
468,Warren  Barguil,1991.0,61.0,183.0,France,warren-barguil
469,John  Dekeukelaere,1962.0,,,Belgium,john-dekeukelaere
470,Unai  Cuadrado,1997.0,,,Spain,unai-cuadrado
471,Ginés  García,1959.0,,,Spain,gines-garcia-pallares
472,Valère  Thiébaud,1999.0,,184.0,Switzerland,valere-thiebaud
473,Andrei  Kunitski,1984.0,72.0,176.0,Belarus,andrei-kunitski
474,José Manuel  Uría,1969.0,,,Spain,jose-manuel-uria
475,Renzo  Ragnetti,1973.0,,,Italy,renzo-ragnetti
476,Brecht  Dhaene,1988.0,73.0,192.0,Belgium,brecht-dhaene
477,Timon  Seubert,1987.0,73.0,183.0,Germany,timon-seubert
478,Ricardo  Vilela,1987.0,59.0,170.0,Portugal,ricardo-vilela
479,Peter  Stevenhaagen,1965.0,,,Netherlands,peter-stevenhaagen
480,Marc  Sergeant,1959.0,76.0,187.0,Belgium,marc-sergeant
481,Marc  Vercammen,1960.0,,,Belgium,marc-vercammen
482,Pol  Verschuere,1955.0,,,Belgium,pol-verschuere
483,Alexey  Tsatevich,1989.0,64.0,169.0,Russia,alexey-tsatevich
484,Louis  Bendixen,1995.0,,190.0,Denmark,louis-bendixen
485,Luis Edgar  Espinosa,1967.0,,,Colombia,luis-edgar-espinosa-sepulveda
486,Thomas  Frei,1985.0,71.0,178.0,Switzerland,thomas-frei
487,Felix  Odebrecht,1984.0,,,Germany,felix-odebrecht
488,Aidis  Kruopis,1986.0,80.0,184.0,Lithuania,aidis-kruopis
489,Danny  Janssens,1963.0,,,Belgium,danny-janssens
490,Guillermo  De La Peña,1959.0,,,Spain,guillermo-de-la-pena
491,Jan  Aling,1949.0,,,Netherlands,jan-aling
492,Matthias  Brändle,1989.0,80.0,190.0,Austria,matthias-brandle
493,Atle  Kvålsvoll,1962.0,,,Norway,atle-kvalsvoll
494,Manuel  Cárdenas,1961.0,,,Colombia,manuel-cardenas
495,Jan-Willem van Schip,1994.0,84.0,194.0,Netherlands,jan-willem-van-schip
496,Gianni Di Lorenzo,1948.0,,,Italy,gianni-di-lorenzo
497,Timothy  Duggan,1982.0,60.0,173.0,United States,timothy-duggan
498,Paul  Willerton,1969.0,,,United States,paul-willerton
499,Yann  Tournier,1978.0,,,France,yann-tournier
500,Dawid  Krupa,1980.0,74.0,181.0,Poland,dawid-krupa
501,David  Cañada,1975.0,65.0,176.0,Spain,david-canada
502,Kenny  Molly,1996.0,61.0,171.0,Belgium,kenny-molly
503,Max  Walker,2001.0,,,Great Britain,max-walker
504,Jonathan  Tiernan-Locke,1984.0,,,Great Britain,jonathan-tiernan-locke
505,Adam  Phelan,1991.0,73.0,182.0,Australia,adam-phelan
506,Martijn  Tusveld,1993.0,70.0,188.0,Netherlands,martijn-tusveld
507,Cyril  Lemoine,1983.0,73.0,182.0,France,cyril-lemoine
508,William  Dazzani,1966.0,,,Italy,william-dazzani
509,Orluis  Aular,1996.0,65.0,176.0,Venezuela,orluis-aular
510,Beñat  Intxausti,1986.0,61.0,175.0,Spain,benat-intxausti
511,Ricardo  Zúñiga,1957.0,,,Spain,ricardo-zuniga
512,Jean-Claude  Fabbri,1952.0,,,Italy,jean-claude-fabbri
513,Javier  Pérez,1977.0,,,Spain,javier-perez-pereira
514,Chris  Peers,1970.0,73.0,184.0,Belgium,chris-peers
515,Sergei  Ivanov,1975.0,73.0,180.0,Russia,sergei-ivanov
516,Massimo  Codol,1973.0,67.0,178.0,Italy,massimo-codol
517,Florian  Lipowitz,2000.0,68.0,181.0,Germany,florian-lipowitz
518,Giuseppe  Palumbo,1975.0,61.0,173.0,Italy,giuseppe-palumbo
519,José Angel  Sarrapio,1959.0,,,Spain,jose-angel-sarrapio
520,Hidenori  Nodera,1975.0,,,Japan,hidenori-nodera
521,Kévin  Ledanois,1993.0,67.0,181.0,France,kevin-ledanois
522,Stijn  Vandenbergh,1984.0,86.0,199.0,Belgium,stijn-vandenbergh
523,Tim  Kerkhof,1993.0,76.0,190.0,Netherlands,tim-kerkhof
524,Matteo  Priamo,1982.0,72.0,182.0,Italy,matteo-priamo
525,Marco Della Vedova,1972.0,,,Italy,marco-della-vedova
526,Julio César  Aguirre,1969.0,,,Colombia,juan-cesar-aguirre
527,Sylvain  Georges,1984.0,69.0,181.0,France,sylvain-georges
528,Gino  Ligneel,1957.0,,,Belgium,gino-ligneel
529,Léon  Boelhouwers,1965.0,,,Netherlands,leon-boelhouwers
530,Thomas  Davy,1968.0,,,France,thomas-davy
531,Jairo de Jesús  Hernández,1972.0,,,Colombia,jairo-de-jesus-hernandez-montoya
532,Valentino  Fois,1973.0,,,Italy,valentino-fois
533,Jürgen  Werner,1970.0,,,Germany,juergen-werner
534,Christian  Werner,1979.0,,,Germany,christian-werner
535,Jean-Cyril  Robin,1969.0,63.0,180.0,France,jean-cyril-robin
536,Roberto  Gaggioli,1962.0,,,Italy,roberto-gaggioli
537,Francisco Javier  Cerezo,1971.0,,,Spain,francisco-cerezo
538,Karl  Kälin,1965.0,,,Switzerland,karl-kalin
539,Jesse  Sergent,1988.0,76.0,189.0,New Zealand,jesse-sergent
540,Julio César  Ortegón,1968.0,,,Colombia,julio-cesar
541,Rui  Lavarinhas,1971.0,,,Portugal,rui-lavarinhas
542,Noe  Gianetti,1989.0,,,Switzerland,noe-gianetti
543,Jarrad  Drizners,1999.0,70.0,186.0,Australia,jarrad-drizners
544,Christian  Pfannberger,1979.0,63.0,177.0,Austria,christian-pfannberger
545,Domingos  Gonçalves,1989.0,70.0,184.0,Portugal,domingos-goncalves
546,Filip  Maciejuk,1999.0,78.0,190.0,Poland,filip-maciejuk
547,Claudio  Rio,1964.0,,,Italy,claudio-rio
548,Michel Le Denmat,1950.0,,,France,michel-le-denmat
549,Norman  Alvis,1963.0,,,United States,norman-alvis
550,Dirk  Ongenae,1953.0,,,Belgium,dirk-ongenae
551,José Ramón  Troncoso,1981.0,,,Spain,ramon-troncoso-sobrino
552,Richard  Virenque,1969.0,65.0,179.0,France,richard-virenque
553,Enrique  Alonso,1965.0,,,Spain,enrique-alonso
554,Claudio  Savini,1956.0,,,Italy,claudio-savini
555,Bruno  Pires,1981.0,63.0,174.0,Portugal,bruno-manuel-silva-pires
556,Fabio  Jakobsen,1996.0,78.0,181.0,Netherlands,fabio-jakobsen
557,Lasse  Bøchmann,1983.0,,,Denmark,lasse-bochmann
558,Domenico  Romano,1975.0,,,Italy,domenico-romano
559,Joab  Schneiter,1998.0,,,Switzerland,joab-schneiter
560,Andrei  Toporizchev,1962.0,,,Russia,andrei-toporizchev
561,Alex  Aranburu,1995.0,63.0,178.0,Spain,alex-aranburu
562,José Maria  Yurrebaso,1955.0,,,Spain,jose-maria-yurrebaso
563,Aad van den Hoek,1951.0,77.0,186.0,Netherlands,aad-van-den-hoek
564,Julio Alberto  Perez Cuapio,1977.0,58.0,171.0,Mexico,julio-alberto-perez-cuapio
565,John  Bogers,1964.0,,,Netherlands,john-bogers
566,Robin  Carpenter,1992.0,,178.0,United States,robin-carpenter
567,Radoslav  Rogina,1979.0,70.0,186.0,Croatia,radoslav-rogina
568,Iván  Santos,1982.0,,,Spain,ivan-santos
569,Richard  Chassot,1970.0,,,Switzerland,richard-chassot
570,Oleksandr  Polivoda,1987.0,,,Ukraine,oleksandr-polivoda
571,Juan Felipe  Osorio,1995.0,65.0,180.0,Colombia,juan-felipe-osorio
572,Henri  Dorgelo,1964.0,,,Netherlands,henri-dorgelo
573,Pierre-Henri  Lecuisinier,1993.0,65.0,176.0,France,pierre-henri-lecuisinier
574,Roland  Meier,1967.0,60.0,176.0,Switzerland,roland-meier
575,Luciano  Rabottini,1958.0,,,Italy,luciano-rabottini
576,Vincent van der Kooij,1979.0,,,Netherlands,vincent-van-der-kooij
577,Artem  Nych,1995.0,74.0,195.0,Russia,artem-nych
578,Jean-Michel  Thilloy,1966.0,,,France,jean-michel-thilloy
579,Gorka  Gerrikagoitia,1973.0,63.0,173.0,Spain,gorka-gerrikagoitia
580,Matteo  Moschetti,1996.0,73.0,180.0,Italy,matteo-moschetti
581,José María  García,1998.0,,,Spain,jose-maria-garcia
582,Christian  Chaubet,1961.0,,,France,christian-chaubet
583,Nils  Politt,1994.0,80.0,192.0,Germany,nils-politt
584,Tim De Troyer,1990.0,72.0,178.0,Belgium,tim-de-troyer
585,Antonio  Varriale,1974.0,,,Italy,antonio-varriale
586,Andrei  Teteriouk,1967.0,72.0,183.0,Kazakhstan,andrei-teteriouk
587,Ángel  Vallejo,1981.0,,,Spain,angel-vallejo-dominguez
588,Franco  Ballerini,1964.0,78.0,185.0,Italy,franco-ballerini
589,Julio César  Cadena,1963.0,,,Colombia,julio-cesar-cadena
590,Jurgen  Tschan,1947.0,68.0,177.0,Germany,jurgen-tschan
591,Peter  Williams,1986.0,,,Great Britain,peter-williams-1
592,Jordan  Cheyne,1991.0,,,Canada,jordan-cheyne
593,Zdislaw  Krudysz,1961.0,,,Poland,zdislaw-krudysz
594,Maurizio  Bellet,1952.0,,,Italy,maurizio-bellet
595,Paul  Jesson,1955.0,,,New Zealand,paul-jesson
596,Jason  Phillips,1969.0,,,Australia,jason-phillips
597,Patrick Van Roosbroeck,1969.0,,,Belgium,patrick-van-roosbroeck
598,Kyle  Murphy,1991.0,67.0,185.0,United States,kyle-murphy
599,Sergiy  Adyeyev,1976.0,,,Ukraine,sergiy-adyeyev
600,Pierre  Dewailly,1967.0,,,Belgium,pierre-dewailly
601,Vladimir  Malakov,,,,Russia,vladimir-malakov
602,Karol  Rychlik,1970.0,,,Poland,karol-rychlik
603,Marcin  Lewandowski,1977.0,,,Poland,marcin-lewandowski
604,Daniel  Plummer,1957.0,,,Belgium,daniel-plummer
605,Toms  Skujiņš,1991.0,70.0,181.0,Latvia,toms-skujins
606,Greg  Moens,1966.0,,,Belgium,greg-moens
607,José Ángel  Gomez,1965.0,,,Spain,jose-angel-gomez
608,Joaquín  Novoa,1983.0,,,Spain,joaquin-novoa-mendez
609,Moreno Di Biase,1975.0,,,Italy,moreno-di-biase
610,Robert  Kišerlovski,1986.0,72.0,180.0,Croatia,robert-kiserlovski
611,Agustin  Sagasti,1970.0,,,Spain,agustin-sagasti
612,Julien  Laidoun,1980.0,,,France,julien-laidoun
613,Aimé  Delaere,1946.0,,,Belgium,aime-delaere
614,Denis  Smyslov,1979.0,,,Russia,denis-smyslov
615,Jean-Louis  Danguillaume,1949.0,,,France,jean-louis-danguillaume
616,Rémi  Cavagna,1995.0,78.0,186.0,France,remi-cavagna
617,René  Weissinger,1978.0,74.0,184.0,Germany,rene-weissinger
618,Alessio  Antonini,1949.0,,,Italy,alessio-antonini
619,Jean-François  Chaurin,1961.0,,,France,jean-francois-chaurin
620,Txomin  Juaristi,1995.0,67.5,182.0,Spain,txomin-juaristi
621,Valentino  China,1977.0,,,Italy,valentino-china
622,Mikel  Iturria,1992.0,69.0,185.0,Spain,mikel-iturria
623,Umberto  Marengo,1992.0,69.0,179.0,Italy,umberto-marengo
624,Manuel  Martin-conde,1953.0,,,Spain,manuel-martin-conde
625,Anthony  Turgis,1994.0,70.0,178.0,France,anthony-turgis
626,Gianluca  Gorini,1970.0,,,Italy,gianluca-gorini
627,Englebert  Opdebeeck,1946.0,,,Belgium,englebert-opdebeeck
628,Piotr  Ugrumov,1961.0,58.0,174.0,Latvia,piotr-ugrumov
629,Daniil  Fominykh,1991.0,70.0,185.0,Kazakhstan,daniil-fominykh
630,John  Devine,1985.0,,,United States,john-devine
631,Marek  Szerszynski,1960.0,,,Poland,marek-szerszynski
632,Joost  Posthuma,1981.0,76.0,189.0,Netherlands,joost-posthuma
633,Ibai  Salas,1991.0,,,Spain,ibai-salas
634,Simone  Cadamuro,1976.0,78.0,185.0,Italy,simone-cadamuro
635,Ander  Okamika,1993.0,70.0,190.0,Spain,ander-okamika
636,Frederik  Frison,1992.0,84.0,193.0,Belgium,frederik-frison
637,Michael  Albasini,1980.0,65.0,172.0,Switzerland,michael-albasini
638,Christophe  Masson,1985.0,68.0,181.0,France,christophe-masson
639,Chris  Sutton,1984.0,67.0,176.0,Australia,chris-sutton
640,Kevin De Weert,1982.0,70.0,182.0,Belgium,kevin-de-weert
641,Hans  Langerijs,1953.0,,,Netherlands,hans-langerijs
642,Danny  Pate,1979.0,73.0,185.0,United States,danny-pate
643,Mike  Terpstra,1987.0,64.0,189.0,Netherlands,mike-terpstra
644,Jack  Burke,1995.0,70.0,180.0,Canada,jack-burke
645,Erminio  Rizzi,1958.0,,,Italy,erminio-rizzi
646,José  Grande,1944.0,,,Spain,jose-grande
647,Andreas  Stokbro,1997.0,70.0,183.0,Denmark,andreas-stokbro
648,Roberto  Pagnin,1962.0,74.0,178.0,Italy,roberto-pagnin
649,Gaetano  Juliano,1948.0,,,Italy,gaetano-juliano
650,Per  Bausager,1956.0,,,Denmark,per-bausager
651,Corné van Rijen,1966.0,,,Netherlands,corne-van-rijen
652,Filippo  Meloni,1969.0,,,Italy,filippo-meloni
653,Christian  Poirier,1954.0,,,France,christian-poirier
654,Olaf  Ludwig,1960.0,,,Germany,olaf-ludwig
655,Radosław  Romanik,1967.0,62.0,167.0,Poland,radoslaw-romanik
656,Gilles  Delion,1966.0,,,France,gilles-delion
657,Romain  Bardet,1990.0,65.0,185.0,France,romain-bardet
658,Ellis  Rastelli,1975.0,,,Italy,ellis-rastelli
659,Bradley  McGee,1976.0,72.0,182.0,Australia,bradley-mcgee
660,Fabricio  Ferrari,1985.0,64.0,177.0,Uruguay,fabricio-ferrari
661,Mirko  Rossato,1968.0,,,Italy,mirko-rossato
662,Thierry  Elissalde,1969.0,,,France,thierry-elissalde
663,Xavier  Florencio,1979.0,59.0,173.0,Spain,xavier-florencio
664,Matthew  Riccitello,2002.0,55.0,172.0,United States,matthew-riccitello
665,Julen  Irizar,1995.0,67.0,178.0,Spain,julen-irizar
666,Cédric  Hervé,1979.0,60.0,169.0,France,cedric-herve
667,Ivan  Basso,1977.0,70.0,182.0,Italy,ivan-basso
668,Juan  García,1957.0,,,Spain,juan-garcia2
669,Juan Martin  Ocana,1958.0,,,Spain,juan-martin-ocana
670,Richard  Trinkler,1950.0,67.0,176.0,Switzerland,richard-trinkler
671,Rudy  Bormans,1959.0,,,Belgium,rudy-bormans
672,Cees  Koeken,1948.0,,,Netherlands,cees-koeken
673,Ángel  Fuentes,1996.0,77.0,190.0,Spain,paniego-fuentes
674,Christoph  Gohring,1973.0,,,Switzerland,christoph-gohring
675,Florian  Vermeersch,1999.0,85.0,193.0,Belgium,florian-vermeersch
676,Mikel  Astarloza,1979.0,72.0,185.0,Spain,mikel-astarloza
677,Hans  Vonk,1959.0,,,Netherlands,hans-vonk
678,Theo  Appeldoorn,1959.0,,,Netherlands,theo-appeldoorn
679,Conor  Dunne,1992.0,88.0,204.0,Ireland,conor-dunne
680,Markus  Zberg,1974.0,69.0,179.0,Switzerland,markus-zberg
681,Fredrik  Ludvigsson,1994.0,71.0,189.0,Sweden,fredrik-ludvigsson
682,Alessandro  Bertuola,1979.0,,,Italy,alessandro-bertuola
683,Dante  Coccolo,1954.0,,,France,dante-coccolo
684,August  Herijgers,1950.0,,,Belgium,august-herijgers
685,Michel  Zanoli,1968.0,,,Netherlands,michel-zanoli
686,Roland  Vogeli,1959.0,,,Switzerland,roland-vogeli
687,Frank  Hoste,1955.0,76.0,,Belgium,frank-hoste
688,Barry  Hoban,1940.0,,,Great Britain,barry-hoban
689,Maxim  Rudenko,1979.0,,,Ukraine,maxim-rudenko
690,Willy Van Neste,1944.0,,,Belgium,willy-van-neste
691,Michael  Lange,1983.0,,,United States,michael-lange
692,Ion Del Rio,1978.0,,,Spain,ion-del-rio
693,Julien  Delocht,1942.0,,,Belgium,julien-delocht
694,Chris Anker  Sørensen,1984.0,64.0,185.0,Denmark,chris-anker-sorensen
695,Frederic  Pontier,1970.0,,,France,frederic-pontier
696,Eddy  Goossens,1946.0,,,Belgium,eddy-goossens
697,Ivan  Ivanov,1960.0,,,Russia,ivan-ivanov
698,Marco  Bernal,1962.0,,,Colombia,marco-bernal
699,Daniele  Galli,1975.0,,,Italy,daniele-galli
700,Egoitz  García,1986.0,70.0,180.0,Spain,egoitz-garcia
701,Garikoitz  Bravo,1989.0,61.0,174.0,Spain,garikoitz-bravo
702,Philippe  Martinez,1958.0,,,France,philippe-martinez
703,Gerhard  Schönbacher,1954.0,,,Austria,gerhard-schonbacher
704,Gerben  Löwik,1977.0,72.0,188.0,Netherlands,gerben-lowik
705,Romes  Gainetdinov,1967.0,,,Russia,romes-gainetdinov
706,Giuseppe Di Fresco,1973.0,,,Italy,giuseppe-di-fresco
707,Romain  Sicard,1988.0,63.0,179.0,France,romain-sicard
708,Sean  Way,1967.0,,,Canada,sean-way
709,Daniel  Hirs,1965.0,,,Switzerland,daniel-hirs
710,Attilio  Viviani,1996.0,69.0,174.0,Italy,attilio-viviani
711,Carter  Jones,1989.0,64.0,183.0,United States,carter-jones
712,Francesco  Romano,1997.0,,,Italy,francesco-romano
713,Ronan van Zandbeek,1988.0,72.0,184.0,Netherlands,ronan-van-zandbeek
714,Jordi  Simón,1990.0,64.0,177.0,Spain,jordi-simon
715,Harry  Sweeny,1998.0,75.0,186.0,Australia,harry-sweeny
716,Gleb  Brussenskiy,2000.0,64.0,178.0,Kazakhstan,gleb-brussenskiy
717,Amaro  Antunes,1990.0,58.0,173.0,Portugal,amaro-manuel-antunes
718,Manuel Luis Campos  Abreu,1963.0,,,Portugal,manuel-luis-campos-abreu
719,Reto  Bergmann,1976.0,68.0,183.0,Switzerland,reto-bergmann
720,Vicente  Belda,1954.0,,154.0,Spain,vicente-belda
721,Daniel  Freitas,1991.0,64.0,171.0,Portugal,daniel-freitas
722,Giovanni  Lonardi,1996.0,70.0,180.0,Italy,giovanni-lonardi
723,Michael  Rasmussen,1974.0,58.0,174.0,Denmark,michael-rasmussen
724,Jelle  Nijdam,1963.0,70.0,183.0,Netherlands,jelle-nijdam
725,Daniel  Muñoz,1996.0,57.0,174.0,Colombia,daniel-munoz
726,Jose Antonio  Borja,1964.0,,,Spain,jose-antonio-borja
727,Eric  Leman,1946.0,,,Belgium,eric-leman
728,José Luis  Santamaria,1968.0,,,Spain,jose-luis-santamaria
729,Santiago  Umba,2002.0,58.0,170.0,Colombia,santiago-umba
730,Ryan  Cox,1979.0,62.0,177.0,South Africa,ryan-cox
731,Denis  Bondarenko,1978.0,,,Russia,denis-bondarenko
732,Timo  Roosen,1993.0,78.0,193.0,Netherlands,timo-roosen
733,Paul  Wellens,1952.0,,,Belgium,paul-wellens
734,Ivan  Rovny,1987.0,62.0,173.0,Russia,ivan-rovny
735,Serhiy  Honchar,1970.0,67.0,177.0,Ukraine,serhiy-honchar
736,Romain  Furniere,1943.0,,,Belgium,romain-furniere
737,Jarno Van Mingeroet,1977.0,,,Belgium,jarno-van-mingeroet
738,Leif  Mortensen,1946.0,70.0,180.0,Denmark,leif-mortensen
739,Alex  Edmondson,1993.0,75.0,183.0,Australia,alexander-edmondson
740,Alex  Molenaar,1999.0,63.0,184.0,Netherlands,alex-molenaar
741,Johnny  Hoogerland,1983.0,65.0,179.0,Netherlands,johnny-hoogerland
742,Endrio  Leoni,1968.0,74.0,175.0,Italy,endrio-leoni
743,José Luis  San José,1954.0,,,Spain,jose-luis-san-jose-amo
744,Alexander  Kristoff,1987.0,78.0,183.0,Norway,alexander-kristoff
745,Jonathan  Vaughters,1973.0,64.0,170.0,United States,jonathan-vaughters
746,Bram  Tankink,1978.0,71.0,181.0,Netherlands,bram-tankink
747,Franck  Boucanville,1966.0,,,France,franck-boucanville
748,Brian  Jolly,1946.0,76.0,180.0,Great Britain,brian-jolly
749,Nic  Dougall,1992.0,72.0,192.0,South Africa,nick-dougall
750,Roberto  Laiseka,1969.0,63.0,184.0,Spain,roberto-laiseka-jaio
751,Giovanni  Strazzer,1965.0,,,Italy,giovanni-strazzer
752,Stefan  Denifl,1987.0,65.0,179.0,Austria,stefan-denifl
753,David  García,1970.0,,,Spain,david-garcia-marquina
754,Eddie  Dunbar,1996.0,57.0,170.0,Ireland,edward-irl-dunbar
755,René  Grelin,1942.0,,,France,rene-grelin
756,Alessandro  Cortinovis,1977.0,68.0,182.0,Italy,alessandro-cortinovis
757,Karel  Vacek,2000.0,60.0,178.0,Czech Republic,karel-vacek
758,Marc  Sarreau,1993.0,76.0,182.0,France,marc-sarreau
759,Óscar  Rodríguez,1995.0,63.0,179.0,Spain,oscar-rodriguez
760,Itamar  Einhorn,1997.0,72.0,172.0,Israel,itamar-einhorn
761,Heinz  Imboden,1962.0,70.0,178.0,Switzerland,heinz-imboden
762,Franck  Pencolé,1976.0,74.0,184.0,France,franck-pencole
763,Alexander  Efimkin,1981.0,70.0,182.0,Russia,alexander-efimkin
764,Pedro  Díaz,1973.0,,,Spain,pedro-diaz-lobato
765,Faustino  Cueli,1957.0,,,Spain,faustino-cueli
766,Samuel  Cabrera,1960.0,,,Colombia,samuel-cabrera
767,Robbe  Ghys,1997.0,72.0,182.0,Belgium,robbe-ghys
768,Jan  Hirt,1991.0,62.0,181.0,Czech Republic,jan-hirt
769,David  McKenzie,1974.0,,,Australia,david-mckenzie
770,Ian  McKissick,1980.0,,,United States,ian-mckissick
771,Jay  Vine,1995.0,69.0,184.0,Australia,jay-vine
772,Fabio  Negri,1982.0,,,Italy,fabio-negri
773,Mikael  Holst Kyneb,1972.0,,,Denmark,mikael-holst-kyneb
774,Rolf  Wolfshohl,1938.0,,,Germany,rolf-wolfshohl
775,Lucas  Eriksson,1996.0,64.0,180.0,Sweden,lucas-eriksson
776,Jacky  Durand,1967.0,76.0,186.0,France,jacky-durand
